path,area_pct,steak_coverage_pct,fat_within_steak_pct,n_flecks,mean_fleck_area,median_fleck_area,fleck_solidity,glcm_contrast,glcm_correlation,glcm_energy,glcm_homogeneity,orientation_dispersion,orientation_anisotropy,lacunarity_mean,lacunarity_slope,image,relpath,label,label_source
C:\Users\pen253\OneDrive - CSIRO\2022\Bytes for Bites Hackathon\Python-Marbling\images\Choice-Moderate.png,34.243207623682075,49.15906326034063,69.65797424237738,7,9650.714285714286,290.0,0.8036684398172584,0.6574865324597103,0.8876481234464431,0.3473363074350859,0.823790693505704,0.9999620602316772,3.79397683227511e-05,2.6741136074066163,-0.06487120027200571,Choice-Moderate.png,Choice-Moderate.png,Choice,filename:choice
C:\Users\pen253\OneDrive - CSIRO\2022\Bytes for Bites Hackathon\Python-Marbling\images\Choice-Moderate.png,34.243207623682075,49.15906326034063,69.65797424237738,7,9650.714285714286,290.0,0.8036684398172584,0.6574865324597103,0.8876481234464431,0.3473363074350859,0.823790693505704,0.9999620602316772,3.79397683227511e-05,2.6741136074066163,-0.06487120027200571,Choice-Moderate.png,Choice-Moderate.png,Choice,filename:choice
C:\Users\pen253\OneDrive - CSIRO\2022\Bytes for Bites Hackathon\Python-Marbling\images\Choice-Modest.png,38.88712723377868,55.72291279102542,69.78660175144637,16,6898.1875,106.5,0.7572687225061926,0.6734604914017331,0.8928571610011659,0.3970720654546788,0.8217324269324393,0.9999639185322732,3.608146772679479e-05,2.3912678241729735,-0.050898262539429556,Choice-Modest.png,Choice-Modest.png,Choice,filename:choice
C:\Users\pen253\OneDrive - CSIRO\2022\Bytes for Bites Hackathon\Python-Marbling\images\Choice-Modest.png,38.88712723377868,55.72291279102542,69.78660175144637,16,6898.1875,106.5,0.7572687225061926,0.6734604914017331,0.8928571610011659,0.3970720654546788,0.8217324269324393,0.9999639185322732,3.608146772679479e-05,2.3912678241729735,-0.050898262539429556,Choice-Modest.png,Choice-Modest.png,Choice,filename:choice
C:\Users\pen253\OneDrive - CSIRO\2022\Bytes for Bites Hackathon\Python-Marbling\images\Choice-Small.png,35.5382208692711,51.177842606685836,69.44063887645864,10,10086.6,338.5,0.791934896827956,0.5775948609705746,0.8986630774491884,0.46242029992154987,0.8437420102502554,0.9999496206467301,5.0379353269916406e-05,2.628830814361572,-0.04899047681104453,Choice-Small.png,Choice-Small.png,Choice,filename:choice
C:\Users\pen253\OneDrive - CSIRO\2022\Bytes for Bites Hackathon\Python-Marbling\images\Choice-Small.png,35.5382208692711,51.177842606685836,69.44063887645864,10,10086.6,338.5,0.791934896827956,0.5775948609705746,0.8986630774491884,0.46242029992154987,0.8437420102502554,0.9999496206467301,5.0379353269916406e-05,2.628830814361572,-0.04899047681104453,Choice-Small.png,Choice-Small.png,Choice,filename:choice
C:\Users\pen253\OneDrive - CSIRO\2022\Bytes for Bites Hackathon\Python-Marbling\images\Choice.png,23.673828125,31.08984375,76.14650081668552,2,12121.0,12121.0,0.7896600913838289,1.061153963959454,0.8114668592971696,0.3097599325860897,0.7545570825392407,0.9999482280939354,5.1771906064657055e-05,3.7927913665771484,-0.0768135737896269,Choice.png,Choice.png,Choice,filename:choice
C:\Users\pen253\OneDrive - CSIRO\2022\Bytes for Bites Hackathon\Python-Marbling\images\Choice.png,23.673828125,31.08984375,76.14650081668552,2,12121.0,12121.0,0.7896600913838289,1.061153963959454,0.8114668592971696,0.3097599325860897,0.7545570825392407,0.9999482280939354,5.1771906064657055e-05,3.7927913665771484,-0.0768135737896269,Choice.png,Choice.png,Choice,filename:choice
C:\Users\pen253\OneDrive - CSIRO\2022\Bytes for Bites Hackathon\Python-Marbling\images\Prime-ModeratelyAbundant.png,31.057627261965163,49.516601837758614,62.72164508325032,10,8814.9,111.0,0.844161739694974,0.7599988344632191,0.8706940114228479,0.3028099909634814,0.7972803541512956,0.9999836651605312,1.6334839468883855e-05,2.8614151954650877,-0.08073557352953298,Prime-ModeratelyAbundant.png,Prime-ModeratelyAbundant.png,Prime,filename:prime
C:\Users\pen253\OneDrive - CSIRO\2022\Bytes for Bites Hackathon\Python-Marbling\images\Prime-ModeratelyAbundant.png,31.057627261965163,49.516601837758614,62.72164508325032,10,8814.9,111.0,0.844161739694974,0.7599988344632191,0.8706940114228479,0.3028099909634814,0.7972803541512956,0.9999836651605312,1.6334839468883855e-05,2.8614151954650877,-0.08073557352953298,Prime-ModeratelyAbundant.png,Prime-ModeratelyAbundant.png,Prime,filename:prime
C:\Users\pen253\OneDrive - CSIRO\2022\Bytes for Bites Hackathon\Python-Marbling\images\Prime-SlightlyAbundant.png,30.268053441569425,42.51895540898585,71.18719909843469,8,10738.5,295.5,0.706465343462622,0.8753655961295268,0.8393021151398746,0.3275331984460325,0.7820392890099733,0.99996258195479,3.741804520995063e-05,3.0111462116241454,-0.06608871901007318,Prime-SlightlyAbundant.png,Prime-SlightlyAbundant.png,Prime,filename:prime
C:\Users\pen253\OneDrive - CSIRO\2022\Bytes for Bites Hackathon\Python-Marbling\images\Prime-SlightlyAbundant.png,30.268053441569425,42.51895540898585,71.18719909843469,8,10738.5,295.5,0.706465343462622,0.8753655961295268,0.8393021151398746,0.3275331984460325,0.7820392890099733,0.99996258195479,3.741804520995063e-05,3.0111462116241454,-0.06608871901007318,Prime-SlightlyAbundant.png,Prime-SlightlyAbundant.png,Prime,filename:prime
C:\Users\pen253\OneDrive - CSIRO\2022\Bytes for Bites Hackathon\Python-Marbling\images\Prime1.png,21.80859375,30.5712890625,71.33684714901773,4,5583.0,125.5,0.7368418637618763,1.0325222554219842,0.8063925760128472,0.3056995716097789,0.7498023051993113,0.9999791974456852,2.0802554314799575e-05,4.027377319335938,-0.09352399237803162,Prime1.png,Prime1.png,Prime,filename:prime
C:\Users\pen253\OneDrive - CSIRO\2022\Bytes for Bites Hackathon\Python-Marbling\images\Prime1.png,21.80859375,30.5712890625,71.33684714901773,4,5583.0,125.5,0.7368418637618763,1.0325222554219842,0.8063925760128472,0.3056995716097789,0.7498023051993113,0.9999791974456852,2.0802554314799575e-05,4.027377319335938,-0.09352399237803162,Prime1.png,Prime1.png,Prime,filename:prime
C:\Users\pen253\OneDrive - CSIRO\2022\Bytes for Bites Hackathon\Python-Marbling\images\Select-Slight.png,32.966909070409834,47.27366255144033,69.73631254937618,9,10396.444444444445,159.0,0.8087036760610822,0.639806742096837,0.8776261575112824,0.3731873624598196,0.8340707389419253,0.999919207792944,8.079220705599272e-05,2.8665026664733886,-0.04110805178222126,Select-Slight.png,Select-Slight.png,Select,filename:select
C:\Users\pen253\OneDrive - CSIRO\2022\Bytes for Bites Hackathon\Python-Marbling\images\Select-Slight.png,32.966909070409834,47.27366255144033,69.73631254937618,9,10396.444444444445,159.0,0.8087036760610822,0.639806742096837,0.8776261575112824,0.3731873624598196,0.8340707389419253,0.999919207792944,8.079220705599272e-05,2.8665026664733886,-0.04110805178222126,Select-Slight.png,Select-Slight.png,Select,filename:select
C:\Users\pen253\OneDrive - CSIRO\2022\Bytes for Bites Hackathon\Python-Marbling\images\Select.jpeg,35.01361111111111,43.76361111111111,80.00622028702182,4,31512.25,101.0,0.7781674572018782,0.6270731931581803,0.8414900190023697,0.4083329322100997,0.8222869763242628,0.9999435580195479,5.64419804521195e-05,2.6674546241760253,-0.051855931927392664,Select.jpeg,Select.jpeg,Select,filename:select
C:\Users\pen253\OneDrive - CSIRO\2022\Bytes for Bites Hackathon\Python-Marbling\images\Select.jpeg,35.01361111111111,43.76361111111111,80.00622028702182,4,31512.25,101.0,0.7781674572018782,0.6270731931581803,0.8414900190023697,0.4083329322100997,0.8222869763242628,0.9999435580195479,5.64419804521195e-05,2.6674546241760253,-0.051855931927392664,Select.jpeg,Select.jpeg,Select,filename:select
C:\Users\pen253\OneDrive - CSIRO\2022\Bytes for Bites Hackathon\Python-Marbling\images\Select.png,26.802734375,31.6279296875,84.74387871676907,1,27446.0,27446.0,0.8674188552827028,1.0073117918814452,0.7884325307615202,0.4408102973002474,0.7844268166170562,0.9999071756323293,9.28243676706137e-05,3.4690317630767824,-0.055740738565575355,Select.png,Select.png,Select,filename:select
C:\Users\pen253\OneDrive - CSIRO\2022\Bytes for Bites Hackathon\Python-Marbling\images\Select.png,26.802734375,31.6279296875,84.74387871676907,1,27446.0,27446.0,0.8674188552827028,1.0073117918814452,0.7884325307615202,0.4408102973002474,0.7844268166170562,0.9999071756323293,9.28243676706137e-05,3.4690317630767824,-0.055740738565575355,Select.png,Select.png,Select,filename:select
C:\Users\pen253\OneDrive - CSIRO\2022\Bytes for Bites Hackathon\Python-Marbling\images\Wagyu-scaled.jpg,35.50401606425703,48.947958500669344,72.53421215467347,5,42434.4,158.0,0.7941603627975443,1.0107899618925829,0.8218098531669638,0.3173937454643985,0.7539104019193545,0.9999760162199465,2.3983780053494858e-05,2.4766841411590574,-0.0864879207565215,Wagyu-scaled.jpg,Wagyu-scaled.jpg,Wagyu,filename:wagyu
